two_thousand_likes,twentyfive_hundred_likes,five_thousand_likes,ori_likes,message
2000,2500,5000,740,open letter dylan farrow claim wood allen led dim closet like attic sexual assault
2000,2500,5000,920,tri escape today super bowl mad list altern active spark sunday san super bowl
2000,2500,5000,308,today big day root super bowl pic team share think win tonight
2000,2500,5000,1863,husband year old woman disappear two week ago return two year trip around world say wife anxious return home
2000,2500,5000,1898,break academic award win actor philip seymour Hoffman die nyed confirm abc news
6000,7500,10000,5970,break update actor philip seymour Hoffman dead age nyed confirm abc news
2000,2500,5000,549,Kimberli Hester michigan said discipline refuse show employ Facebook page
6000,5000,5000,4051,update philip seymour Hoffman found dead bathroom manhattan apart
8000,10000,10000,7680,early look inside super bowl
8000,7500,10000,6817,inside look super bowl
4000,5000,5000,3315,man su nasa investing rock
10000,10000,10000,8457,tripl threat snowstorm hit us week
2000,2500,5000,791,bob dylan arnold schwarzenegg two mani celeb appear year super bowl commerce
2000,2500,5000,90,video good morn america
2000,2500,5000,1126,office say michael david Elliot abduct woman knife box cutter michigan drive indiana mile south
2000,2500,5000,821,inform death actor philip seymour Hoffman expect today
4000,2500,5000,2184,today snowfall mark begin dreary slush week
2000,2500,5000,948,favorite commerce super bowl last night
2000,2500,5000,1116,caus death yet determine law enforce office told abc news heroin found scene hypoderm need seen stick Hoffman arm new york city policy depart continue investing
4000,5000,5000,3520,perhaps last portrait philip seymour Hoffman
4000,5000,5000,2598,new us dot announce soon require v v technology new car allow talk avoid crash
6000,7500,10000,5933,castaway claim spent year adrift pacify ocean get lost shark fish trip
4000,5000,5000,3353,super bowl bet cost houston furniture store owner million
2000,2500,5000,1214,sheriff vehicle escape michigan murder travel local Lagrange co ind westview school told lock story
2000,2500,5000,149,favorite jelly bean go
2000,2500,5000,868,kickoff Lombardi trophi handoff catch super bowl second
2000,2500,5000,1158,artist self project shine light stark reality ABus internet comment
2000,2500,5000,1060,trial begin Fla man accus fatal shoot teen loud music case drawn similar Georg Zimmerman trayvon martin case
4000,5000,5000,3731,must see super bowl ad probabl see game air georgia
4000,5000,5000,2856,father enter russian school bullet proof vest talk son continue deadly school shoot monday
2000,2500,5000,744,joan monday nation culture art advice wife vice pre walter monday die family spokesman confirm abc news
4000,2500,5000,2256,update plane believe carri people crash behind ymca bellevue tennessee
6000,5000,5000,4898,sheriff say quadruply murder escape michigan prison capture raport co ind whom grand rapid
8000,7500,10000,7387,Billi Standley want buri Harley Davidson
2000,2500,5000,1515,update plane believe carri people crash behind ymca bellevue tennessee
2000,2500,5000,115,author investing graphic appear monday arab language al Baeda forum proclaim al Baeda come soon new york see
4000,2500,5000,2147,emerge medic team perform cpr child without success
4000,2500,5000,2046,arthur Chu jeopardy success frustrate watch
2000,2500,5000,1581,preside Obama admit bill Reilly outspoken host unfair like anyway bill Obama said
2000,2500,5000,1750,recon addict philip seymour Hoffman Chanc relapse alway remain possible even decad stay sober
6000,5000,5000,4620,internet program call Facebook debut year ago today social network site evolue come amid decad tech advance
4000,5000,5000,2870,know Anyah horson Iqbal vitamin deficit prescript med take hold clue make gain weight
2000,2500,5000,775,favorite winter Olympe sport
2000,2500,5000,1294,Olympe sprint finish infrastructure game begin abc matt outman report Sochi video
2000,2500,5000,1321,site th birthday fascia look abc news report Facebook
4000,5000,5000,3780,devil could become differ life death battlefield
2000,2500,5000,273,break Balla fort worth area send picture video
2000,2500,5000,1899,weightlift surf women take extreme sport pregnant
8000,7500,10000,6359,new fbi dozen juvenile age recon child sex traffick surround super bowl
4000,5000,5000,2992,number people use heroin doubt year tonight abcworldnew explore addict america
4000,5000,5000,3590,drone camera kite camera take amaze panorama place like san francisco
2000,2500,5000,1001,middle school cafeteria worker allegedly threaten shoot colleague hit list get upset burnt cook
2000,2500,5000,471,second silent Fla congressman ask top us intel office benghazi
6000,5000,5000,4430,th anniversary site launch fascia stat use Facebook
2000,2500,5000,1014,post meant encourage people get involve discuss top newsman mani people refer year women girl scout spokesman say
4000,5000,5000,2921,science guy take creation mean dismiss religion altogether
2000,2500,5000,150,watch live footbag multiple tornado touch near Balla
6000,5000,5000,4138,red hot chili pepper pretend play along pre tape track give away sunday halftime show instrument plug
8000,10000,10000,7560,year marriage first Valentin day andrew ami joannou abl hold hand go walk
6000,5000,5000,4485,policy arrest four people drug charge connect death investing oscar win actor philip seymour Hoffman policy told abc news
8000,10000,10000,7608,visitor Sochi Olympe report hotel horror include find abc news matt outman
2000,2500,5000,475,pick best oscar move past year interact bracket
2000,2500,5000,468,athlete obsess Olympe even start yet
2000,2500,5000,924,threat bomb make Materi toothpaste contain plane trigger us warn airline fly Sochi russia
4000,5000,5000,3699,ghost white Babi born without percent blood
6000,7500,10000,5195,nearly nake male state creep people us women college
2000,2500,5000,356,annoy offend language online would crime propos bull bill arizona would approve measure
4000,2500,5000,2143,biggest loser contest start season lb drop lb photo
8000,7500,10000,6102,subway take chemic sandwich bread
2000,2500,5000,711,world Seri win pitcher curt chill announce cancer
8000,10000,10000,7665,illinois health office shut year old cupcake busy
4000,5000,5000,3645,nation second largest drugstore chain phase cigarette cigar chew tobacco
8000,7500,10000,6209,lethal inject Suzann basso made new york native th woman execute u since supreme court allow campit punish resume
2000,2500,5000,1781,competent Sochi Olympe office start hour open ceremony
2000,2500,5000,1820,split tim robbin susan abandon collator much younger ping pong busy partner
2000,2500,5000,1057,Sochi Olympe office begun detail upcome open ceremony remain hush hush
10000,10000,10000,8840,latest winner biggest loser caus stir social media
2000,2500,5000,59,Assad single abc news say decem interview barbara walter edit way deliber distort mean offer specif
2000,2500,5000,236,keep check back well update night
2000,2500,5000,776,russia top Olympe office appear untrouble today american intellig indic possible terrorist plot involve toothpaste tube could use hide expos airplane come country
2000,2500,5000,1434,year old woman cite Fla mistakenly back people SUV kill injury
4000,5000,5000,3067,author get rid stray dog Sochi ahead Olympe manage survive
4000,2500,5000,2001,florida engin kill monster ft bermes python
8000,7500,10000,6603,enter sill trio make Olympe final
2000,2500,5000,1539,Taliban brag capture military service dog
2000,2500,5000,1498,Sochi got problem social media account one
2000,2500,5000,872,coast guard multiple dead rescue capsid boat florida
10000,10000,10000,9373,school apolog serv fri chicken cornbread watermelon celebe black history month
2000,2500,5000,96,break abc news project mitt romney win maryland republican primary follow link vote result come wisconsin maryland dc
2000,2500,5000,1070,tea temporarily ban multiple item flight russia us terror warn
6000,5000,5000,4538,spirit athlete soar best photo day winter Olympe photo gallery
2000,2500,5000,1542,high schooler post self human Bodi Instagram field trip CADV donor center
10000,10000,10000,8512,couple charge murder allegedly for year old girl drink much soda brain rupture
2000,2500,5000,261,think best oscar move past year take bracket challenge round
8000,7500,10000,7454,final sunset Sochi winter Olympe open ceremony friday via abc news matt outman
2000,2500,5000,1695,video gorilla ever escape tokyo zoo say practic emerge response
6000,5000,5000,4584,thought Condit hotel Sochi russia get words deputy prime miniest let slip visitor SPI shower
2000,2500,5000,1221,ami adam former co star among attend
6000,5000,5000,4024,thursday mark matt damon first appear jimmy Kimmel live since hijack episode last year Kimmel ready payback
2000,2500,5000,123,abc news project mitt romney win wisconsin maryland district columbia republican primary sweep night
4000,2500,5000,2094,russian preside Vladimir Putin photograph fish hunt ride hors bare chest
4000,2500,5000,2443,jay leno said goodby tonight show Conan Brien interest farewell message
4000,5000,5000,2610,secret american agent welcome restaur mountain outside Sochi
